ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
ALR000046201,AL,1,AL115,WARNING LETTER,S  ,09/02/2009,,,,
ALR000046334,AL,1,AL115,WARNING LETTER,S  ,07/28/2009,,,,
ALR000046367,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/19/2011,,19500,,
ALR000046441,AL,1,AL115,WARNING LETTER,S  ,09/01/2009,,,,
ALR000046664,AL,1,AL115,WARNING LETTER,S  ,08/19/2014,,,,
ALR000046698,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,02/05/2010,,,,
ALR000047225,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/20/2010,,,,
ALR000047332,AL,1,HQ120,WRITTEN INFORMAL ,S  ,02/09/2017,,,,
ALR000047431,AL,1,AL115,WARNING LETTER,S  ,06/23/2010,,,,
ALR000047514,AL,1,AL115,WARNING LETTER,S  ,01/21/2011,,,,
ALR000047860,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,09/09/2013,,20000,,
ALR000047860,AL,1,AL115,WARNING LETTER,S  ,02/19/2014,,,,
ALR000048033,AL,1,AL115,WARNING LETTER,S  ,09/29/2010,,,,
ALR000048181,AL,1,AL115,WARNING LETTER,S  ,10/27/2010,,,,
ALR000048223,AL,1,AL115,WARNING LETTER,S  ,06/25/2012,,,,
ALR000048900,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
ALR000048975,AL,1,AL115,WARNING LETTER,S  ,05/10/2011,,,,
ALR000049510,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/03/2011,,,,
ALR000049700,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/20/2011,,,,
ALR000049825,AL,1,AL115,WARNING LETTER,S  ,05/17/2018,,,,
ALR000050872,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
ALR000050948,AL,1,AL115,WARNING LETTER,S  ,02/20/2014,,,,
ALR000051037,AL,1,AL115,WARNING LETTER,S  ,03/26/2012,,,,
ALR000051524,AL,1,AL115,WARNING LETTER,S  ,09/06/2017,,,,
ALR000051839,AL,1,AL115,WARNING LETTER,S  ,06/07/2017,,,,
ALR000053165,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/01/2013,,,,
ALR000053405,AL,1,AL115,WARNING LETTER,S  ,10/03/2012,,,,
ALR000053934,AL,1,AL115,WARNING LETTER,S  ,01/14/2013,,,,
ALR000054486,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/13/2016,,12000,,
ALR000055665,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
ALR000055822,AL,1,AL115,WARNING LETTER,S  ,09/18/2013,,,,
ALR000056150,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
ALR000057174,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,10/22/2014,,,,
ALR000057356,AL,1,AL115,WARNING LETTER,S  ,08/05/2016,,,,
ALR000058180,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,10/06/2016,,,,
ALR000058651,AL,1,AL115,WARNING LETTER,S  ,03/10/2015,,,,
ALR000058933,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,07/13/2016,,25380,,
ALR000060079,AL,1,AL115,WARNING LETTER,S  ,04/11/2016,,,,
ALR000061671,AL,1,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,08/18/2017,,25000,,
ALR000061754,AL,1,AL115,WARNING LETTER,S  ,05/15/2017,,,,
ALR000061853,AL,1,AL115,WARNING LETTER,S  ,04/12/2017,,,,
ALR000062422,AL,1,AL115,WARNING LETTER,S  ,10/11/2017,,,,
ALR000062976,AL,1,AL115,WARNING LETTER,S  ,06/20/2018,,,,
AL0000045559,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
AL0000058578,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/29/1998,,,,
AL0000077024,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/03/2005,,,,
AL0000077024,AL,1,AL115,WARNING LETTER,S  ,11/19/2010,,,,
AL0000077032,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,12/07/2005,,,,
AL0000131409,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/28/1998,,,,
AL0000131458,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/10/1996,,,,
AL0000205641,AL,SFQ,HQ110,VERBAL INFORMAL,S  ,12/17/1993,,,,
AL0000262667,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/06/2004,,,,
AL0000266569,AL,1,HQ120,WRITTEN INFORMAL ,S  ,07/24/2012,,,,
AL0000266569,AL,1,HQ120,WRITTEN INFORMAL ,E  ,06/09/2015,,,,
AL0000359208,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/15/1999,,,,
AL0000364661,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/03/1993,,,,
AL0000364661,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/28/1994,,,,
AL0000364661,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/01/1996,,,,
AL0000364661,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/13/1999,,,,
AL0000384644,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/30/1998,,,,
AL0000563874,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/08/1996,,,,
AL0000563874,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/30/1998,,,,
AL0000566844,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/02/1996,,,,
AL0000859421,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/05/1996,,,,
AL0000879205,AL,SFQ,HQ810,STATE TO EPA ADMINISTRATIVE REFERRAL,S  ,04/28/1995,,,,
AL0000881748,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/20/1998,,,,
AL0000928853,AL,1,AL115,WARNING LETTER,S  ,01/29/2007,,,,
AL0000942268,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/07/1996,,,,
AL0000971739,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/08/1996,,,,
AL0000989541,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/03/1998,,,,
AL0000989541,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/11/1998,,,,
AL0000989632,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/23/2001,,,,
AL0000997205,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/13/1998,,,,
AL0570024182,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,02/21/2014,,,,
AL1800013863,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/13/2000,,,,
AL1800013863,AL,1,AL115,WARNING LETTER,S  ,08/03/2010,,,,
AL1800013863,AL,9,HQ120,WRITTEN INFORMAL ,E  ,02/24/1986,,,,
AL2640090005,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,02/21/2001,,,,
AL2640090005,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/22/1994,,,,
AL2690320435,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/09/2003,,,,
AL2690320435,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/14/1992,,,,
AL2690320435,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/02/1997,,,,
AL3210020027,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/26/2003,,,,
AL3210020027,AL,1,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,11/12/2004,,,,
AL3210020027,AL,1,AL115,WARNING LETTER,S  ,09/06/2007,,,,
AL3210020027,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/12/2007,,,,
AL3210020027,AL,1,AL115,WARNING LETTER,S  ,11/29/2010,,,,
AL3210020027,AL,2,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/13/2005,,,,
AL3210020027,AL,2,HQ210,INITIAL 3008(A) COMPLIANCE ,S  ,07/21/2010,,100660,,
AL3210020027,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/21/1989,,,,
AL3210020027,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/23/1991,,,,
AL3640090004,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/18/1991,,,,
AL3640090004,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/20/1997,,,,
AL3690307910,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/30/1999,,,,
AL4640090011,AL,1,AL115,WARNING LETTER,S  ,09/19/2007,,,,
AL6210020776,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/12/1988,,,,
AL6210020776,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/10/2004,,,,
AL6210020776,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/11/1990,,,,
AL6210020776,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/16/1997,,,,
AL6210020776,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/22/1997,,,,
AL6640006668,AL,1,AL115,WARNING LETTER,S  ,08/26/2008,,,,
AL7210020742,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/06/2003,,,,
AL7210020742,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/23/2006,,,,
AL7210020742,AL,1,AL115,WARNING LETTER,S  ,07/28/2015,,,,
AL7210020742,AL,1,HQ120,WRITTEN INFORMAL ,S  ,04/13/2016,,,,
AL7210020742,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/20/1991,,,,
AL7210020742,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/10/1995,,,,
AL7210020742,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/27/1995,,,,
AL7210020742,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/07/1996,,,,
AL7210020742,AL,SFQ,HQ610,FINAL CIVIL JUDICIAL ACTION FOR COMPLIANCE AND/OR MONETARY PENALTY,S  ,11/25/1996,,,,
AL8180090039,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/12/1996,,,,
ALD000608018,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,01/29/1991,50000,,,
ALD000608216,AL,1,AL115,WARNING LETTER,S  ,10/22/2015,,,,
ALD000608216,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/24/2000,,,,
ALD000608224,AL,2,HQ120,WRITTEN INFORMAL ,E  ,08/17/1984,,,,
ALD000608224,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/20/1994,,,,
ALD000608224,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/23/1998,,,,
ALD000615658,AL,1,AL115,WARNING LETTER,S  ,08/27/2009,,,,
ALD000622464,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/14/2001,,,,
ALD000622464,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/14/2005,,,,
ALD000622464,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/20/2006,,,,
ALD000622464,AL,1,HQ120,WRITTEN INFORMAL ,S  ,01/25/2016,,,,
ALD000622464,AL,1,HQ120,WRITTEN INFORMAL ,E  ,02/03/2016,,,,
ALD000622464,AL,29,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,05/24/1990,123750,123750,,
ALD000622464,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/14/1991,,,,
ALD000622464,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/13/1999,,,,
ALD000622464,AL,SFR,HQ120,WRITTEN INFORMAL ,S  ,11/01/1999,,,,
ALD000622852,AL,1,HQ120,WRITTEN INFORMAL ,S  ,08/23/1989,,,,
ALD000622852,AL,1,AL115,WARNING LETTER,S  ,12/15/2010,,,,
ALD000622852,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/04/1996,,,,
ALD000622852,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/16/1999,,,,
ALD000622860,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/08/1998,,,,
ALD000622860,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/01/1999,,,,
ALD000652784,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/02/1996,,,,
ALD000653022,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/10/1987,,,,
ALD000653022,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/04/1996,,,,
ALD000653303,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/03/2003,,,,
ALD000653329,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/14/1992,,,,
ALD000653329,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/17/1996,,,,
ALD000737288,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/24/1994,,,,
ALD000771949,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/21/2003,,,,
ALD000771949,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,11/03/2005,,,,
ALD000771949,AL,1,AL115,WARNING LETTER,S  ,06/21/2011,,,,
ALD000771949,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/31/1993,,25000,,
ALD000772137,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/03/2002,,,,
ALD000772236,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/02/1996,,,,
ALD000823344,AL,1,HQ120,WRITTEN INFORMAL ,E  ,09/13/1984,,,,
ALD000826958,AL,1,AL115,WARNING LETTER,S  ,06/30/2008,,,,
ALD000826958,AL,1,AL115,WARNING LETTER,S  ,07/12/2011,,,,
ALD000826958,AL,1,AL115,WARNING LETTER,S  ,08/16/2016,,,,
ALD000826958,AL,4,HQ120,WRITTEN INFORMAL ,S  ,07/23/1990,,,,
ALD000826958,AL,12,HQ120,WRITTEN INFORMAL ,S  ,07/16/1987,,,,
ALD000827154,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/10/1994,,,,
ALD000828848,AL,7,HQ120,WRITTEN INFORMAL ,S  ,06/15/1987,,,,
ALD000828848,AL,APT,HQ120,WRITTEN INFORMAL ,E  ,03/27/1986,,,,
ALD000828848,AL,APT,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,09/22/1995,,,,
ALD001221902,AL,1,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,11/04/1983,,,,
ALD001221902,AL,2,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,06/28/1984,,,,
ALD001221902,AL,9,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,08/29/1985,,,,
ALD001221902,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/24/1986,,,,
ALD001221902,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/03/1989,,,,
ALD001221902,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/21/1992,,,,
ALD001221902,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/01/1998,,,,
ALD001817295,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/30/1995,,,,
ALD001874171,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/18/1994,,,,
ALD002904506,AL,APT,HQ610,FINAL CIVIL JUDICIAL ACTION FOR COMPLIANCE AND/OR MONETARY PENALTY,E  ,02/13/1998,,,,
ALD002904506,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/29/1996,,,,
ALD002904506,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/16/1996,,,,
ALD002985554,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/10/1992,,,,
ALD002985554,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/12/1997,,,,
ALD003276854,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,09/26/2003,,,,
ALD003276854,AL,1,AL115,WARNING LETTER,S  ,01/13/2014,,,,
ALD003301884,AL,1,HQ120,WRITTEN INFORMAL ,S  ,10/13/1987,,,,
ALD003301884,AL,3,HQ120,WRITTEN INFORMAL ,S  ,06/30/1987,,,,
ALD003301884,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/06/1988,,,,
ALD003301884,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/20/1998,,,,
ALD003326444,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/16/1997,,,,
ALD003383254,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/01/2001,,,,
ALD003383254,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/22/1993,,,,
ALD003395159,AL,3,HQ120,WRITTEN INFORMAL ,S  ,09/26/1989,,,,
ALD003396983,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/11/1997,,,,
ALD003397288,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/24/1993,,,,
ALD003397569,AL,1,HQ120,WRITTEN INFORMAL ,S  ,04/17/2006,,,,
ALD003397569,AL,2,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,04/16/1986,,,,
ALD003398377,AL,1,HQ120,WRITTEN INFORMAL ,S  ,12/20/1985,,,,
ALD003399417,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/10/1991,,,,
ALD004000790,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/21/2003,,,,
ALD004000790,AL,1,AL115,WARNING LETTER,S  ,01/14/2010,,,,
ALD004000790,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,10/22/1991,,,,
ALD004002077,AL,APT,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,12/21/1998,,95000,,
ALD004002077,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/12/1995,,,,
ALD004002853,AL,1,AL115,WARNING LETTER,S  ,01/02/2018,,,,
ALD004003380,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/07/1994,,,,
ALD004005203,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/11/1997,,,,
ALD004009320,AL,0,HQ820,EPA TO STATE ADMINISTRATIVE REFERRAL,E  ,05/10/1995,,,,
ALD004009320,AL,1,AL115,WARNING LETTER,S  ,06/18/2014,,,,
ALD004009320,AL,2,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/16/2004,,,,
ALD004009320,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/01/1993,,,,
ALD004009403,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,04/29/2003,,,,
ALD004009403,AL,2,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,09/18/1985,22500,22500,,
ALD004009403,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/26/1992,,,,
ALD004009403,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/03/1998,,,,
ALD004009825,AL,1,HQ120,WRITTEN INFORMAL ,S  ,09/23/1989,,,,
ALD004010120,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/30/1995,,,,
ALD004010468,AL,1,AL115,WARNING LETTER,S  ,03/25/2010,,,,
ALD004011342,AL,1,AL115,WARNING LETTER,S  ,06/16/2014,,,,
ALD004011342,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/10/1994,75000,75000,,
ALD004012050,AL,4,HQ120,WRITTEN INFORMAL ,S  ,09/15/1988,,,,
ALD004014973,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/02/1986,,,,
ALD004017869,AL,5,HQ120,WRITTEN INFORMAL ,S  ,07/15/1987,,,,
ALD004017869,AL,9,HQ120,WRITTEN INFORMAL ,S  ,08/20/1987,,,,
ALD004017901,AL,1,AL115,WARNING LETTER,S  ,12/19/2007,,,,
ALD004017901,AL,3,HQ120,WRITTEN INFORMAL ,S  ,06/18/1990,,,,
ALD004017901,AL,17,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,08/31/1988,,,,
ALD004017901,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/28/1988,,,,
ALD004018354,AL,1,HQ140,LETTER OF INTENT TO INITIATE ENFORCEMENT ACTION,S  ,05/12/2017,,,,
ALD004019048,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/10/1988,,,,
ALD004019048,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/14/1991,,,,
ALD004019048,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/17/1999,,,,
ALD004019485,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/16/1992,,,,
ALD004019485,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,05/01/1997,,,,
ALD004019642,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,07/15/2003,,,,
ALD004019642,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/21/1994,,,,
ALD004019642,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/31/1998,,,,
ALD004019691,AL,1,AL115,WARNING LETTER,S  ,12/09/1986,,,,
ALD004020210,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/01/1996,,,,
ALD004022240,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/23/1998,,,,
ALD004022240,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/27/1999,,,,
ALD004022448,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/28/1987,,,,
ALD004022448,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/12/1988,,,,
ALD004022448,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/01/1989,,,,
ALD004022448,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/21/1991,33000,,,
ALD004022448,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/06/1992,,,,
ALD004022448,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/20/1998,,,,
ALD004023164,AL,1,AL115,WARNING LETTER,S  ,02/07/2007,,,,
ALD004023164,AL,1,AL115,WARNING LETTER,S  ,07/25/2012,,,,
ALD004023180,AL,3,HQ120,WRITTEN INFORMAL ,S  ,07/19/1990,,,,
ALD004023180,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/25/1996,,,,
ALD004023180,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/11/1998,,,,
ALD004025235,AL,1,AL121,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/12/1999,,,,
ALD004025235,AL,2,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,03/27/1987,,,,
ALD004025235,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,08/26/1998,133500,,,
ALD004026803,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/09/1994,,,,
ALD004028148,AL,1,HQ120,WRITTEN INFORMAL ,S  ,06/01/2004,,,,
ALD004028148,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,01/08/1998,,,,
ALD004488169,AL,0,HQ310,FINAL 3008(A) COMPLIANCE ORDER,E  ,09/30/1996,,273750,,
ALD006320774,AL,3,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,03/25/1986,1000,1000,,
ALD008149858,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,06/16/1994,,,,
ALD008150286,AL,3,HQ120,WRITTEN INFORMAL ,S  ,12/10/1987,,,,
ALD008150286,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,02/04/1999,,,,
ALD008161176,AL,2,HQ120,WRITTEN INFORMAL ,S  ,11/02/1988,,,,
ALD008161176,AL,4,HQ120,WRITTEN INFORMAL ,E  ,02/03/1986,,,,
ALD008161176,AL,6,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,01/29/1986,5000,5000,,
ALD008161176,AL,6,HQ120,WRITTEN INFORMAL ,S  ,04/16/1990,,,,
ALD008161176,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,09/05/1986,,,,
ALD008161176,AL,SFQ,HQ310,FINAL 3008(A) COMPLIANCE ORDER,S  ,08/20/1991,22500,22500,,
ALD008161416,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/07/1990,,,,
ALD008163388,AL,1,HQ120,WRITTEN INFORMAL ,S  ,05/02/1988,,,,
ALD008163388,AL,1,AL115,WARNING LETTER,S  ,01/20/2009,,,,
ALD008171522,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,11/14/1991,,,,
ALD008171522,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/13/1995,,,,
ALD008175408,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/01/1998,,,,
ALD008180572,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,05/29/2001,,,,
ALD008185407,AL,1,AL115,WARNING LETTER,S  ,12/30/2009,,,,
ALD008185407,AL,4,HQ120,WRITTEN INFORMAL ,S  ,09/13/1990,,,,
ALD008185407,AL,SFQ,AL313,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,02/23/1990,,,,
ALD008186223,AL,2,HQ120,WRITTEN INFORMAL ,E  ,06/28/1984,,,,
ALD008188708,AL,1,AL115,WARNING LETTER,S  ,08/01/2014,,,,
ALD008188708,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/25/1995,,,,
ALD009825944,AL,1,AL115,WARNING LETTER,S  ,01/02/2007,,,,
ALD009825944,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/27/1993,,,,
ALD009829102,AL,SFQ,HQ110,VERBAL INFORMAL,S  ,02/22/1994,,,,
ALD010394021,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,10/07/1994,,,,
ALD020852422,AL,1,AL125,UNDEFINED TO HQ ON V3 DEPLOYMENT,S  ,03/27/2006,,,,
ALD021257357,AL,36,HQ120,WRITTEN INFORMAL ,E  ,06/21/1990,,,,
ALD021257357,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,12/08/1997,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/08/1991,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,08/25/1992,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/14/1993,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,04/26/1996,,,,
ALD021257951,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,07/26/1996,,,,
ALD031490501,AL,5,HQ210,INITIAL 3008(A) COMPLIANCE ,E  ,08/15/1985,42000,42000,,
ALD031490501,AL,SFQ,HQ120,WRITTEN INFORMAL ,S  ,03/03/1986,,,,
