ID_NUMBER,ACTIVITY_LOCATION,EVALUATION_IDENTIFIER,EVALUATION_TYPE,EVALUATION_DESC,EVALUATION_AGENCY,EVALUATION_START_DATE,FOUND_VIOLATION
ALR000003459,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/14/1996,Y  
ALR000003467,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/28/1995,Y  
ALN970911001,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/11/1997,N  
ALN970917000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/17/1997,N  
ALN970918000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/18/1997,N  
ALN970925000,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/25/1997,N  
ALN970926001,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/26/1997,N  
ALN970926001,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/17/1997,N  
ALN930415001,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/15/1993,N  
ALN930420001,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/20/1993,N  
ALN930421001,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/21/1993,N  
ALN930518001,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/18/1993,N  
ALN930518002,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/18/1993,N  
ALN930519001,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/19/1993,N  
AL4640090003,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/26/2009,N  
ALR000043950,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/27/2009,N  
AL0000881771,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/28/2009,Y  
ALD063680391,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/25/2010,N  
ALR000044982,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/12/2010,N  
ALR000043679,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/12/2010,N  
ALR000027367,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/17/2005,N  
ALR000027383,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/25/2004,Y  
ALR000027680,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/25/2004,Y  
ALR000027797,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/17/2004,Y  
ALR000027797,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/08/2005,Y  
ALR000028043,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/13/2003,N  
ALR000028159,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/20/2003,Y  
ALR000028159,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/21/2003,Y  
ALR000028308,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/27/2003,Y  
ALD057212979,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/13/1997,N  
ALD057213811,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,12/17/1991,N  
ALD057213811,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,01/24/1996,N  
ALD057213811,AL,0,SNY,SIGNIFICANT NON-COMPLIER,E  ,02/04/1999,N  
ALD057213811,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,02/22/1984,Y  
ALD057213811,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/08/1987,Y  
ALD057213811,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,11/13/2000,N  
ALD057213811,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/26/2001,N  
ALD057213811,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/12/2002,N  
ALD057213811,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,E  ,04/25/2002,N  
ALD057213811,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/11/2002,Y  
ALD057213811,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,06/11/2002,U  
ALD057213811,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/18/2002,N  
ALD057213811,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/23/2002,Y  
ALD057213811,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,12/10/2002,N  
ALD057213811,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/28/2003,N  
ALD057213811,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,08/06/2003,N  
ALD057213811,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/19/2004,Y  
ALD057213811,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,09/27/2004,N  
ALD057213811,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/07/2005,N  
ALD057213811,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/19/2006,Y  
ALD063671606,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/10/1992,Y  
ALD063673636,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/15/1987,N  
ALD063673636,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/20/1996,N  
ALD063678114,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/25/1987,Y  
ALD063678114,AL,2,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,05/24/1987,N  
ALD063678114,AL,3,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,07/14/1987,N  
ALD063678114,AL,4,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/12/1989,N  
ALD063678114,AL,APT,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,02/01/1999,N  
ALD063678114,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/17/1991,Y  
ALD063678114,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/11/1992,Y  
ALD063678114,AL,SFQ,FUI,FOLLOW-UP INSPECTION,S  ,06/12/1992,N  
ALD063678114,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/30/1992,N  
ALD063678114,AL,SFQ,CAC,CORRECTIVE ACTION COMPLIANCE EVALUATION,S  ,07/27/1992,N  
ALD063678114,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/29/1997,N  
ALD063678114,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/01/1999,N  
ALD063679567,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/23/2005,Y  
ALD061149712,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,08/14/1995,N  
ALD057202558,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/11/1988,Y  
ALD057202558,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/31/2005,Y  
ALD057202558,AL,2,FRR,FINANCIAL RECORD REVIEW,S  ,08/08/1988,N  
ALD050162056,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/20/1991,N  
ALD050162056,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/09/1991,N  
ALD050162056,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/11/1992,Y  
ALD050162056,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/02/1992,N  
ALD050162056,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/26/1993,N  
ALD050162056,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/21/1994,N  
ALD050162056,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/27/1995,N  
ALD050162056,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/01/1996,Y  
ALD050162056,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/10/1997,N  
ALD050164565,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/23/1986,Y  
ALD050164565,AL,2,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,08/08/1986,N  
ALD050166750,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,01/25/1984,N  
ALD050166750,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,06/29/2000,Y  
ALD050166750,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/18/2000,Y  
ALD050166750,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/02/2000,N  
ALD981932957,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/30/1998,N  
ALD980839492,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/24/2005,Y  
ALD980839492,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/02/1988,N  
ALD980839492,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/27/1995,Y  
ALD980839492,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/20/1997,Y  
ALD980839492,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/16/1998,Y  
ALD980839492,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/01/1999,Y  
ALD980840391,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/05/2005,Y  
ALD980840391,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/18/2005,N  
ALD980841704,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/20/1995,N  
ALD980841704,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/19/1997,N  
ALD980841761,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/23/1995,N  
ALD980841878,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/03/1988,Y  
ALD980841878,AL,4,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,10/26/1988,N  
ALD980841878,AL,6,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/09/1990,Y  
ALD980841878,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/01/1996,Y  
ALD980841878,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/19/1998,N  
ALD980842314,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/04/2003,Y  
ALD980842314,AL,2,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/20/1989,N  
ALD980842314,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/1995,Y  
ALD980842314,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/10/1995,Y  
ALD980842371,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/11/1994,N  
ALD981475601,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,01/23/1992,Y  
ALD981475601,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,09/28/1992,Y  
ALD981475601,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/31/1994,Y  
ALD981476070,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,02/15/2001,N  
ALD981476245,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/28/1991,N  
ALD981476245,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/20/1993,N  
ALD981476781,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/26/1987,N  
ALD981476781,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/27/1996,N  
ALD981476781,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/30/1998,N  
ALD981476781,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/11/1999,N  
ALD981476781,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/15/1999,N  
ALD981476781,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/24/1999,N  
ALD981476781,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/21/1999,N  
ALD981476799,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/12/2005,N  
ALD981476849,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/27/1987,N  
ALD981476849,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/27/1996,N  
ALD981469679,AL,2,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,12/13/1988,N  
ALD981469935,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/21/2001,N  
ALD980603641,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/25/1996,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,02/27/1998,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/02/1998,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/04/1998,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/06/1998,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/20/1998,N  
ALD095687786,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/22/1998,N  
ALD095687786,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,06/15/1998,Y  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/17/1998,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/29/1998,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/14/1998,N  
ALD095687786,AL,SFQ,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,09/14/1998,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/09/1998,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/14/1999,N  
ALD095687786,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/20/1999,N  
ALD980708036,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/12/1994,Y  
ALD980708036,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/27/1995,Y  
ALD980708036,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/29/1995,Y  
ALD980708036,AL,SFQ,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,03/19/1998,Y  
ALD008161176,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/17/1997,Y  
ALD008161176,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/17/1999,N  
ALD008161416,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,12/16/1987,N  
ALD008161416,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/08/2000,Y  
ALD008161416,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/17/2000,Y  
ALD008161416,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,11/28/2000,N  
ALD008161416,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/30/2001,N  
ALD008161416,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/12/2001,N  
ALD008161416,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,07/26/2001,N  
ALD008161416,AL,1,OAM,OPERATION AND MAINTENANCE INSPECTION,S  ,03/13/2002,N  
ALD004022166,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/10/1996,Y  
ALD004022166,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/29/1997,Y  
ALD004019642,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/10/1997,N  
ALD004019642,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,12/01/1997,N  
ALD004019642,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/30/1998,N  
ALD004019642,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/12/1998,N  
ALD004012050,AL,9,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,12/15/1988,N  
ALD004012050,AL,11,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/30/1989,Y  
ALD004012050,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/18/1992,Y  
ALD004012050,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/24/1993,N  
ALD004012050,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/17/1995,Y  
ALD004012050,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/25/1995,Y  
ALD004012050,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/09/1997,N  
ALD004012050,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/16/1998,N  
ALD004014023,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/19/1995,N  
ALD004014742,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/27/1999,N  
ALD004014973,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,02/24/1992,N  
ALD004014973,AL,0,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,05/20/1996,N  
ALD004014973,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,04/16/1986,Y  
ALD004014973,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/29/2000,N  
ALD004014973,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/19/2000,N  
ALD004014973,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/20/2001,Y  
ALD004014973,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,X  ,08/20/2001,N  
ALD004019642,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,04/27/1999,N  
ALD004019642,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/31/1999,N  
ALD004019642,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/10/1999,N  
ALD004019642,AL,SFQ,GME,GROUNDWATER MONITORING EVALUATION,S  ,12/15/1999,N  
ALD004019642,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/13/2000,N  
ALD004019642,AL,SFQ,FRR,FINANCIAL RECORD REVIEW,S  ,05/09/2000,N  
ALD004019642,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,06/23/1997,N  
ALD004019642,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/10/1999,N  
ALD004019642,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/13/2000,N  
ALD004019691,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/20/2005,Y  
ALD004019691,AL,4,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/15/1987,N  
ALD004019691,AL,5,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/17/1987,N  
ALD004019691,AL,6,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/16/1987,N  
ALD004019691,AL,8,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/22/1989,Y  
ALD004009403,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/10/1995,N  
ALD004009403,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/29/1998,N  
ALD004009403,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/12/1998,N  
ALD004009403,AL,SFR,NRR,NON-FINANCIAL RECORD REVIEW,S  ,11/06/1998,N  
ALD004009403,AL,SFS,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/29/1998,N  
ALD003397478,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/25/1995,Y  
ALD003397478,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,12/04/1995,Y  
ALD003397478,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/04/1996,Y  
ALD003397569,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/01/1988,N  
ALD003397569,AL,1,FRR,FINANCIAL RECORD REVIEW,S  ,05/31/2001,N  
ALD003397569,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,03/21/2002,N  
ALR000010025,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/17/1998,N  
ALR000010033,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/08/1998,Y  
ALR000010033,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,07/17/1998,Y  
ALR000010033,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/17/1998,Y  
ALD054571278,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/25/1999,N  
ALD054571278,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/06/1999,N  
ALD054571278,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/08/1999,N  
ALD054571278,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/06/2000,N  
ALD054571278,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/16/2001,N  
ALD054571278,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,09/11/2001,N  
ALD047154620,AL,12,GME,GROUNDWATER MONITORING EVALUATION,E  ,06/17/1985,N  
ALD047154620,AL,13,NRR,NON-FINANCIAL RECORD REVIEW,E  ,08/21/1985,N  
ALD047154620,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/05/1993,N  
ALD047154620,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/11/1994,N  
ALD047155072,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/15/1999,N  
ALD047157144,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,01/05/1994,N  
ALD047158266,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,10/13/1987,Y  
ALD047158266,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,05/12/2000,Y  
ALD047158266,AL,2,SNY,SIGNIFICANT NON-COMPLIER,E  ,05/12/2000,N  
ALD047158266,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,E  ,06/20/2000,N  
ALD047158266,AL,1,FCI,FOCUSED COMPLIANCE INSPECTION,S  ,02/08/2001,N  
ALD047158266,AL,1,SNN,NOT A SIGNIFICANT NON-COMPLIER,S  ,03/23/2001,Y  
ALD047158266,AL,2,SNN,NOT A SIGNIFICANT NON-COMPLIER,E  ,03/23/2001,N  
ALD047158266,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,09/26/2001,N  
ALD047158266,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/10/2002,N  
ALD047158266,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/19/2002,N  
ALD047158266,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/03/2002,N  
ALR000010173,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,08/13/1999,N  
ALR000010181,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/16/1998,N  
ALR000010199,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/14/1998,N  
ALR000006957,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,01/15/1997,Y  
ALR000006965,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/13/1996,Y  
ALR000006320,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,04/02/2004,Y  
ALR000006320,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,11/19/1998,Y  
ALR000006346,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,E  ,08/04/2005,Y  
ALR000006346,AL,1,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,08/04/2005,Y  
ALR000006346,AL,1,NRR,NON-FINANCIAL RECORD REVIEW,S  ,03/06/2006,Y  
ALR000006429,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/03/1998,N  
ALR000006437,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/18/1996,Y  
ALR000006445,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/01/1996,N  
ALR000006452,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/16/1996,Y  
ALR000006452,AL,SFQ,NRR,NON-FINANCIAL RECORD REVIEW,S  ,05/27/1997,Y  
ALR000006460,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,10/16/1996,Y  
ALR000000067,AL,SFQ,CSE,COMPLIANCE SCHEDULE EVALUATION,S  ,02/24/1999,Y  
ALR000000075,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,05/28/1998,N  
ALR000000109,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,06/10/1998,Y  
ALR000000133,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/02/1998,N  
ALR000000182,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,12/05/1996,N  
ALR000000224,AL,SFQ,CEI,COMPLIANCE EVALUATION INSPECTION ON-SITE,S  ,07/20/1998,Y  
