ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
ALD980603641,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,06/08/1990,12/07/1990,12/07/1990
ALD980708036,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,07/29/1999,12/20/2001,
ALR000000018,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/28/1996,04/10/1996,04/14/1996
ALD983176827,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/23/1996,11/18/1996,11/25/1996
AL4210020562,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,09/07/1988,12/23/1988,12/23/1988
ALD000772301,AL,262.A,Standards Applicable to Generators of HW: General,E  ,08/09/1984,09/17/1984,09/09/1984
ALR000000877,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/17/1994,01/04/1995,11/26/1994
ALD009825944,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/08/1995,01/12/1996,01/04/1996
ALD004023180,AL,264.A,Standards for Owners and Operators of HW TSDs: General,E  ,07/11/1984,11/06/1984,10/21/1984
ALD004022166,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/16/1995,01/29/1997,01/17/1996
ALD003397478,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/15/1991,03/04/1996,
ALD003397569,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,E  ,12/10/1985,07/29/1987,
AL0000364661,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,09/08/1992,10/27/1993,04/02/1993
ALD983166042,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/12/1991,11/04/1991,11/12/1991
ALR000009951,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/29/2000,07/21/2000,07/29/2000
ALR000002113,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/08/1995,10/11/1995,09/28/1995
ALR000002196,AL,264.K,Standards for Owners and Operators of HW TSDs: Surface Impoundments,S  ,12/02/1994,08/14/1995,
AL7210020742,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,03/19/1997,04/17/1997,04/18/1997
AL3210020027,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/12/1987,06/10/1987,05/07/1987
ALD983174459,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/14/1998,10/14/1998,11/14/1998
ALD983166653,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/09/1999,08/04/1999,
ALD983176439,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/25/1998,09/03/1998,09/24/1998
ALD983168097,AL,262.A,Standards Applicable to Generators of HW: General,S  ,05/15/2000,06/09/2000,06/15/2000
AL0000029355,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/16/1994,03/09/1995,10/31/1994
ALR000006890,AL,262.A,Standards Applicable to Generators of HW: General,S  ,12/12/1996,02/03/1997,01/11/1997
ALR000006163,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/05/1998,03/23/1998,04/06/1998
ALD983182452,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/06/1998,10/15/1998,11/09/1998
AL2640090005,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,03/27/1991,01/13/1992,10/28/1991
ALR000006460,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/16/1996,11/27/1996,11/15/1996
ALR000006569,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/18/1996,12/05/1996,11/18/1996
ALD983179466,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/06/1997,02/12/1997,03/10/1997
ALD983191149,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/24/1992,10/16/1992,10/05/1992
AL0000563874,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,07/14/1995,09/07/1995,09/15/1995
AL0000629469,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,01/25/1996,06/10/1996,04/06/1996
ALD004022448,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,08/24/1993,11/29/1993,
ALR000004937,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,07/09/1996,08/01/1996,08/08/1996
ALD983191313,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/11/1993,03/16/1993,04/08/1993
ALD983174483,AL,262.A,Standards Applicable to Generators of HW: General,S  ,12/15/1997,01/15/1998,01/15/1998
ALD983172602,AL,268.A,Land Disposal Restrictions: General,S  ,10/19/1995,03/20/1996,
AL0000028886,AL,268.A,Land Disposal Restrictions: General,S  ,04/12/1994,07/21/1994,
AL0000998013,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/16/1999,03/10/1999,03/19/1999
AL2640090005,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,08/27/1998,09/21/1998,09/28/1998
AL2690320435,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/18/1985,09/25/1985,09/14/1985
AL1800013863,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,E  ,05/30/1986,02/01/1987,
ALR000005736,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/05/1998,02/27/1998,03/07/1998
ALR000004127,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,03/07/1996,08/09/1996,08/16/1996
ALD983191008,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,09/04/1992,01/07/1993,12/18/1992
ALD983173352,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,09/18/1991,11/18/1991,11/18/1991
ALD983173352,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/06/1999,05/06/1999,06/06/1999
ALR000004317,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/29/1996,04/26/1996,05/20/1996
ALD983171588,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/13/1990,08/12/1991,05/05/1991
ALD000608216,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/18/1998,02/16/1999,
ALR000012823,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/16/2000,03/10/2000,03/16/2000
AL0000566844,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,03/01/1996,04/26/1996,04/26/1996
ALD983184326,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/23/1992,06/25/1992,05/04/1992
ALD983190612,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/18/1994,03/02/1994,03/10/1994
ALD983171505,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/10/1997,01/20/1998,
ALD046481032,AL,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,E  ,05/05/1985,06/28/1985,
ALD085765808,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/04/1996,02/18/1997,02/18/1997
ALD062464748,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/04/1999,11/04/1999,10/13/1999
ALD980710826,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/12/1987,04/06/1987,04/06/1987
ALD131160475,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,01/12/1995,03/30/1995,03/27/1995
ALD982168023,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/23/1989,08/30/1989,07/14/1989
ALD983182999,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,03/01/1996,07/15/1996,04/26/1996
ALD982143836,AL,262.A,Standards Applicable to Generators of HW: General,S  ,07/01/1998,09/22/1998,10/10/1998
ALD047154620,AL,262.A,Standards Applicable to Generators of HW: General,E  ,05/17/1984,11/19/1984,11/16/1984
ALD040649915,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/12/1996,08/01/1996,
ALD021257951,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/01/1997,01/29/1998,01/29/1998
ALD044075109,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/20/1996,09/18/1996,
ALD071937890,AL,262.A,Standards Applicable to Generators of HW: General,S  ,11/23/1999,11/23/1999,02/12/2000
ALD084367317,AL,268.A,Land Disposal Restrictions: General,S  ,02/05/1993,06/14/1993,04/23/1993
ALD077911915,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/04/1992,02/25/1993,01/18/1993
ALD058223371,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,E  ,11/01/1988,08/16/1989,09/16/1989
ALD983194523,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,07/21/1998,08/21/1998,
ALD093179315,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,E  ,06/27/1996,04/28/1998,
ALD983180381,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,10/15/1991,11/25/1991,11/05/1991
ALD983184250,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/06/1998,12/15/1998,12/27/1998
ALD983167925,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/10/1997,03/16/1998,03/13/1998
ALD981756968,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/02/1994,03/20/1995,01/30/1995
ALD981751563,AL,268.A,Land Disposal Restrictions: General,S  ,05/27/1997,12/01/1997,
ALD131159386,AL,262.A,Standards Applicable to Generators of HW: General,S  ,01/17/1997,02/25/1997,02/18/1997
ALD982142960,AL,262.B,Standards Applicable to Generators of HW: Manifest,S  ,01/10/1995,03/20/1995,03/13/1995
ALD982095580,AL,262.A,Standards Applicable to Generators of HW: General,S  ,06/11/1991,11/18/1991,11/03/1991
ALD981028772,AL,268.A,Land Disposal Restrictions: General,S  ,04/20/1992,05/28/1992,06/15/1992
ALD980844435,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/15/1989,08/29/1990,01/04/1990
ALD070513767,AL,268.A,Land Disposal Restrictions: General,E  ,02/02/1995,12/05/1995,
ALD072111073,AL,262.A,Standards Applicable to Generators of HW: General,S  ,10/15/1987,01/14/1988,12/13/1987
ALD057213811,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/14/1998,06/11/1998,06/15/1998
ALD981479983,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/08/1996,05/02/1996,03/31/1996
ALD000622464,AL,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,E  ,04/27/1992,10/18/1993,
ALD085765808,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,E  ,03/04/1999,03/04/1999,
ALD046864591,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,03/01/1996,04/26/1996,04/26/1996
ALD004010120,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,11/26/1991,05/04/1992,03/25/1992
ALD980559850,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,05/15/1990,06/11/1990,06/11/1990
ALD118036342,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/11/1987,03/17/1987,04/02/1987
ALD981932957,AL,262.A,Standards Applicable to Generators of HW: General,S  ,09/05/1996,04/10/1997,10/31/1996
ALD000826958,AL,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,E  ,01/23/1996,07/24/1996,
ALD000771949,AL,268.A,Land Disposal Restrictions: General,S  ,08/01/1991,10/01/1991,10/09/1991
ALD008171522,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/07/1995,04/06/1995,04/11/1995
ALD982092579,AL,262.A,Standards Applicable to Generators of HW: General,E  ,03/02/1998,04/17/1998,
ALD981020894,AL,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,04/30/1987,08/21/1987,07/23/1987
ALD006320774,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/27/1998,10/09/1998,
ALD002904506,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,07/26/1990,11/27/1990,08/30/1990
ALD002904506,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,03/19/1987,08/31/1987,10/29/1987
ALD004025235,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,02/10/1997,03/11/1997,03/12/1997
ALD004014973,AL,268.A,Land Disposal Restrictions: General,S  ,11/13/1990,09/09/1991,07/13/1991
ALD004017869,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,E  ,10/03/1985,12/30/1988,
ALD004017869,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,E  ,01/21/1986,12/30/1988,
ALD003301884,AL,268.A,Land Disposal Restrictions: General,S  ,03/24/1988,07/14/1988,07/01/1988
ALD000771949,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,09/08/1999,08/31/2000,
ALD982166878,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,01/17/1997,03/12/1997,03/09/1997
ALD982144610,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/25/1998,06/23/1998,06/25/1998
ALD981019045,AL,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,05/04/1990,06/21/1990,06/19/1990
ALD982123184,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,01/07/1997,03/21/1997,02/28/1997
ALD047161310,AL,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/14/1982,04/20/1983,02/10/1983
ALD982115180,AL,268.A,Land Disposal Restrictions: General,S  ,01/27/1989,01/11/1990,04/27/1989
ALD981867062,AL,262.A,Standards Applicable to Generators of HW: General,S  ,08/10/1989,10/04/1989,10/21/1989
ALD071951628,AL,268.A,Land Disposal Restrictions: General,S  ,11/08/1989,01/28/1990,01/28/1990
ALD067132936,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/08/1994,03/13/1995,02/13/1995
ALD054571278,AL,264.G,Standards for Owners and Operators of HW TSDs: Closure and Post-Closure,S  ,10/24/1995,02/01/1996,01/15/1996
ALD093179315,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,04/28/1998,07/13/1998,06/29/1998
ALD070513767,AL,268.A,Land Disposal Restrictions: General,S  ,03/07/1996,09/10/1996,10/09/1996
ALD057226904,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,07/23/1992,09/22/1992,09/19/1992
ALD044889624,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,01/05/2000,02/11/2000,02/05/2000
ALD024750929,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,05/14/1991,09/03/1991,08/31/1991
ALD041906173,AL,264.L,Standards for Owners and Operators of HW TSDs: Waste Piles,S  ,12/30/1991,05/27/1992,
ALD085765808,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,04/10/1987,09/08/1992,04/20/1987
ALD050158971,AL,268.A,Land Disposal Restrictions: General,S  ,03/31/1992,05/18/1992,06/08/1992
ALD047160072,AL,268.A,Land Disposal Restrictions: General,S  ,07/01/1996,07/31/1996,07/31/1996
ALD047158266,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,06/08/1995,08/11/1995,07/28/1995
ALD031482037,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,08/17/1995,10/31/1995,
ALD044496966,AL,262.A,Standards Applicable to Generators of HW: General,S  ,02/15/1991,05/23/1991,04/27/1991
ALD084956911,AL,268.A,Land Disposal Restrictions: General,S  ,06/07/1990,12/17/1990,12/17/1990
ALD052065117,AL,262.A,Standards Applicable to Generators of HW: General,E  ,05/01/1997,05/01/1997,
ALD000622464,AL,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,02/18/1988,05/06/1988,05/06/1988
ALD004023180,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,08/05/1994,09/21/1994,09/22/1994
ALD044496966,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,08/30/1999,09/29/1999,10/01/1999
ALD053360897,AL,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Pr,S  ,06/11/1999,03/02/2000,
ALD061143350,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,10/14/1994,01/11/1995,01/15/1995
ALD061143350,AL,262.A,Standards Applicable to Generators of HW: General,E  ,11/30/1990,06/30/1991,
ALD054571278,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,05/26/1988,08/31/1988,12/13/1988
ALD041024506,AL,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System ,S  ,03/16/2000,04/03/2000,04/17/2000
ALD034046730,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,08/19/1988,02/17/1989,02/26/1989
ALD077911915,AL,262.D,Standards Applicable to Generators of HW: Recordkeeping and Reporting,S  ,06/13/1996,08/23/1996,08/31/1996
ALD000827352,AL,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements,S  ,12/12/1996,02/03/1997,01/11/1997
ALD000622852,AL,268.A,Land Disposal Restrictions: General,E  ,12/12/1995,01/08/1996,
ALD053363776,AL,262.A,Standards Applicable to Generators of HW: General,E  ,05/05/1988,09/29/1988,
ALD079109013,AL,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Moni,S  ,09/21/1995,11/27/1995,11/25/1995
ALD000613802,AL,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,01/26/1988,02/26/1988,03/01/1988
ALD004009403,AL,262.A,Standards Applicable to Generators of HW: General,S  ,03/22/1991,05/06/1991,05/25/1991
